"r01;r02;id;r01;prevta"
"00000432;DELANTERO;52;PM MEAT CHAIN BONARENSE;9502.26244
"00000432;DELANTERO;4;L3 P ALTA/SIERRA/MONTE;9502.26244
"00000432;DELANTERO;53;MD;9502.26244
"00000433;CHINGOLITO;2;L2 VILLARINO;12378.18400
"00000433;CHINGOLITO;52;PM MEAT CHAIN BONARENSE;14372.17100
"00000433;CHINGOLITO;4;L3 P ALTA/SIERRA/MONTE;12378.18400
"00000433;CHINGOLITO;53;MD;0.00000
"00000433;CHINGOLITO;26;L60 TOTO SAPORE;691.24000
"00000433;CHINGOLITO;54;USUARIO FAENA  BBCA;0.00000
"00000433;CHINGOLITO;1;L1 COMERCIO;12378.18400
"00000433;CHINGOLITO;41;L41 ENV AL VACIO;201.49500
"00000433;CHINGOLITO;55;L55 MARTIN LISTA;11502.90900
"00000434;LITORALE¥O;55;L55 MARTIN LISTA;0.00000
"00000434;LITORALE¥O;1;L1 COMERCIO;0.00000
"00000434;LITORALE¥O;53;MD;0.00000
"00000434;LITORALE¥O;41;L41 ENV AL VACIO;0.00000
"00000434;LITORALE¥O;52;PM MEAT CHAIN BONARENSE;0.00000
"00000434;LITORALE¥O;2;L2 VILLARINO;0.00000
"00000434;LITORALE¥O;54;USUARIO FAENA  BBCA;1.00000
"00000434;LITORALE¥O;26;L60 TOTO SAPORE;20206.71400
"00000434;LITORALE¥O;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000435;BIFE DE CHORIZO;26;L60 TOTO SAPORE;29779.14500
"00000435;BIFE DE CHORIZO;54;USUARIO FAENA  BBCA;0.00000
"00000435;BIFE DE CHORIZO;1;L1 COMERCIO;22535.56480
"00000435;BIFE DE CHORIZO;41;L41 ENV AL VACIO;0.00000
"00000435;BIFE DE CHORIZO;55;L55 MARTIN LISTA;22076.71400
"00000435;BIFE DE CHORIZO;2;L2 VILLARINO;22535.56480
"00000435;BIFE DE CHORIZO;52;PM MEAT CHAIN BONARENSE;21845.70300
"00000435;BIFE DE CHORIZO;4;L3 P ALTA/SIERRA/MONTE;22535.56480
"00000435;BIFE DE CHORIZO;53;MD;0.00000
"00000436;CUARTO PISTOLA;2;L2 VILLARINO;13122.17195
"00000436;CUARTO PISTOLA;52;PM MEAT CHAIN BONARENSE;13122.17195
"00000436;CUARTO PISTOLA;4;L3 P ALTA/SIERRA/MONTE;13122.17195
"00000436;CUARTO PISTOLA;53;MD;13122.17195
"00000436;CUARTO PISTOLA;26;L60 TOTO SAPORE;0.00000
"00000436;CUARTO PISTOLA;54;USUARIO FAENA  BBCA;0.00000
"00000436;CUARTO PISTOLA;1;L1 COMERCIO;13122.17195
"00000436;CUARTO PISTOLA;41;L41 ENV AL VACIO;0.00000
"00000436;CUARTO PISTOLA;55;L55 MARTIN LISTA;13122.17195
"00000438;1/2 RES VACUNA S/DELANTERO;4;L3 P ALTA/SIERRA/MONTE;12307.69231
"00000438;1/2 RES VACUNA S/DELANTERO;53;MD;12307.69231
"00000438;1/2 RES VACUNA S/DELANTERO;26;L60 TOTO SAPORE;0.00000
"00000438;1/2 RES VACUNA S/DELANTERO;54;USUARIO FAENA  BBCA;0.00000
"00000438;1/2 RES VACUNA S/DELANTERO;1;L1 COMERCIO;12307.69231
"00000438;1/2 RES VACUNA S/DELANTERO;41;L41 ENV AL VACIO;0.00000
"00000438;1/2 RES VACUNA S/DELANTERO;55;L55 MARTIN LISTA;12307.69231
"00000438;1/2 RES VACUNA S/DELANTERO;2;L2 VILLARINO;12307.69231
"00000438;1/2 RES VACUNA S/DELANTERO;52;PM MEAT CHAIN BONARENSE;12307.69231
"00000439;1/2 RES VACUNA S/CUARTO;1;L1 COMERCIO;11583.71041
"00000439;1/2 RES VACUNA S/CUARTO;41;L41 ENV AL VACIO;0.00000
"00000439;1/2 RES VACUNA S/CUARTO;55;L55 MARTIN LISTA;11583.71041
"00000439;1/2 RES VACUNA S/CUARTO;2;L2 VILLARINO;11583.71041
"00000439;1/2 RES VACUNA S/CUARTO;52;PM MEAT CHAIN BONARENSE;11583.71041
"00000439;1/2 RES VACUNA S/CUARTO;4;L3 P ALTA/SIERRA/MONTE;11583.71041
"00000439;1/2 RES VACUNA S/CUARTO;53;MD;11583.71041
"00000439;1/2 RES VACUNA S/CUARTO;26;L60 TOTO SAPORE;0.00000
"00000439;1/2 RES VACUNA S/CUARTO;54;USUARIO FAENA  BBCA;0.00000
"00000440;COGOTE;4;L3 P ALTA/SIERRA/MONTE;11726.69120
"00000440;COGOTE;53;MD;0.00000
"00000440;COGOTE;26;L60 TOTO SAPORE;691.24000
"00000440;COGOTE;54;USUARIO FAENA  BBCA;0.00000
"00000440;COGOTE;1;L1 COMERCIO;11726.69120
"00000440;COGOTE;41;L41 ENV AL VACIO;145.51950
"00000440;COGOTE;55;L55 MARTIN LISTA;6760.02800
"00000440;COGOTE;2;L2 VILLARINO;11726.69120
"00000440;COGOTE;52;PM MEAT CHAIN BONARENSE;8545.82300
"00000441;PATA DE TERNERA COCIDA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000441;PATA DE TERNERA COCIDA;1;L1 COMERCIO;0.00000
"00000441;PATA DE TERNERA COCIDA;2;L2 VILLARINO;0.00000
"00000441;PATA DE TERNERA COCIDA;55;L55 MARTIN LISTA;0.00000
"00000441;PATA DE TERNERA COCIDA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000441;PATA DE TERNERA COCIDA;41;L41 ENV AL VACIO;0.00000
"00000441;PATA DE TERNERA COCIDA;53;MD;0.00000
"00000441;PATA DE TERNERA COCIDA;54;USUARIO FAENA  BBCA;1.00000
"00000441;PATA DE TERNERA COCIDA;26;L60 TOTO SAPORE;0.00000
"00000442;PALETA C/HUESO;41;L41 ENV AL VACIO;153.51131
"00000442;PALETA C/HUESO;55;L55 MARTIN LISTA;6595.86400
"00000442;PALETA C/HUESO;2;L2 VILLARINO;11726.69120
"00000442;PALETA C/HUESO;52;PM MEAT CHAIN BONARENSE;8968.23400
"00000442;PALETA C/HUESO;4;L3 P ALTA/SIERRA/MONTE;11726.69120
"00000442;PALETA C/HUESO;53;MD;0.00000
"00000442;PALETA C/HUESO;26;L60 TOTO SAPORE;725.30700
"00000442;PALETA C/HUESO;54;USUARIO FAENA  BBCA;1.00000
"00000442;PALETA C/HUESO;1;L1 COMERCIO;11726.69120
"00000443;BIFE C/LOMO;54;USUARIO FAENA  BBCA;1.00000
"00000443;BIFE C/LOMO;26;L60 TOTO SAPORE;725.30700
"00000443;BIFE C/LOMO;53;MD;0.00000
"00000443;BIFE C/LOMO;1;L1 COMERCIO;0.00000
"00000443;BIFE C/LOMO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000443;BIFE C/LOMO;55;L55 MARTIN LISTA;0.00000
"00000443;BIFE C/LOMO;2;L2 VILLARINO;0.00000
"00000443;BIFE C/LOMO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000443;BIFE C/LOMO;41;L41 ENV AL VACIO;235.04250
"00000444;ASADO DE ORILLA;55;L55 MARTIN LISTA;6267.14000
"00000444;ASADO DE ORILLA;26;L60 TOTO SAPORE;0.00000
"00000444;ASADO DE ORILLA;54;USUARIO FAENA  BBCA;0.00000
"00000444;ASADO DE ORILLA;1;L1 COMERCIO;10293.42720
"00000444;ASADO DE ORILLA;41;L41 ENV AL VACIO;179.05650
"00000444;ASADO DE ORILLA;2;L2 VILLARINO;10293.42720
"00000444;ASADO DE ORILLA;52;PM MEAT CHAIN BONARENSE;8545.82300
"00000444;ASADO DE ORILLA;4;L3 P ALTA/SIERRA/MONTE;10293.42720
"00000444;ASADO DE ORILLA;53;MD;0.00000
"00000445;TORTUGUITA;26;L60 TOTO SAPORE;0.00000
"00000445;TORTUGUITA;54;USUARIO FAENA  BBCA;0.00000
"00000445;TORTUGUITA;1;L1 COMERCIO;12899.36480
"00000445;TORTUGUITA;41;L41 ENV AL VACIO;0.00000
"00000445;TORTUGUITA;55;L55 MARTIN LISTA;7745.85900
"00000445;TORTUGUITA;2;L2 VILLARINO;12899.36480
"00000445;TORTUGUITA;52;PM MEAT CHAIN BONARENSE;12106.60000
"00000445;TORTUGUITA;4;L3 P ALTA/SIERRA/MONTE;12899.36480
"00000445;TORTUGUITA;53;MD;0.00000
"00000446;CARNE VACUNA;2;L2 VILLARINO;0.00000
"00000446;CARNE VACUNA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000446;CARNE VACUNA;54;USUARIO FAENA  BBCA;1.00000
"00000446;CARNE VACUNA;26;L60 TOTO SAPORE;725.30700
"00000446;CARNE VACUNA;1;L1 COMERCIO;0.00000
"00000446;CARNE VACUNA;41;L41 ENV AL VACIO;0.00000
"00000446;CARNE VACUNA;53;MD;0.00000
"00000446;CARNE VACUNA;55;L55 MARTIN LISTA;0.00000
"00000446;CARNE VACUNA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000447;ASADO CONGELADO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000447;ASADO CONGELADO;53;MD;0.00000
"00000447;ASADO CONGELADO;55;L55 MARTIN LISTA;0.00000
"00000447;ASADO CONGELADO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000447;ASADO CONGELADO;41;L41 ENV AL VACIO;0.00000
"00000447;ASADO CONGELADO;26;L60 TOTO SAPORE;725.30700
"00000447;ASADO CONGELADO;1;L1 COMERCIO;0.00000
"00000447;ASADO CONGELADO;54;USUARIO FAENA  BBCA;1.00000
"00000447;ASADO CONGELADO;2;L2 VILLARINO;0.00000
"00000448;VACIO CONGELADO;1;L1 COMERCIO;0.00000
"00000448;VACIO CONGELADO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000448;VACIO CONGELADO;41;L41 ENV AL VACIO;0.00000
"00000448;VACIO CONGELADO;2;L2 VILLARINO;0.00000
"00000448;VACIO CONGELADO;55;L55 MARTIN LISTA;0.00000
"00000448;VACIO CONGELADO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000448;VACIO CONGELADO;26;L60 TOTO SAPORE;725.30700
"00000448;VACIO CONGELADO;53;MD;0.00000
"00000448;VACIO CONGELADO;54;USUARIO FAENA  BBCA;1.00000
"00000449;AZOTILLO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000449;AZOTILLO;41;L41 ENV AL VACIO;0.00000
"00000449;AZOTILLO;54;USUARIO FAENA  BBCA;1.00000
"00000449;AZOTILLO;53;MD;0.00000
"00000449;AZOTILLO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000449;AZOTILLO;1;L1 COMERCIO;0.00000
"00000449;AZOTILLO;55;L55 MARTIN LISTA;0.00000
"00000449;AZOTILLO;26;L60 TOTO SAPORE;0.00000
"00000449;AZOTILLO;2;L2 VILLARINO;0.00000
"00000501;HIGADO;4;L3 P ALTA/SIERRA/MONTE;2756.92480
"00000501;HIGADO;53;MD;2714.93213
"00000501;HIGADO;26;L60 TOTO SAPORE;5116.87000
"00000501;HIGADO;54;USUARIO FAENA  BBCA;1265.70136
"00000501;HIGADO;1;L1 COMERCIO;2756.92480
"00000501;HIGADO;41;L41 ENV AL VACIO;0.00000
"00000501;HIGADO;55;L55 MARTIN LISTA;2707.69400
"00000501;HIGADO;2;L2 VILLARINO;2756.92480
"00000501;HIGADO;52;PM MEAT CHAIN BONARENSE;2707.69400
"00000502;BOFE;1;L1 COMERCIO;369.95840
"00000502;BOFE;41;L41 ENV AL VACIO;0.00000
"00000502;BOFE;55;L55 MARTIN LISTA;363.35200
"00000502;BOFE;2;L2 VILLARINO;369.95840
"00000502;BOFE;52;PM MEAT CHAIN BONARENSE;363.35200
"00000502;BOFE;4;L3 P ALTA/SIERRA/MONTE;369.95840
"00000502;BOFE;53;MD;361.99095
"00000502;BOFE;26;L60 TOTO SAPORE;0.00000
"00000502;BOFE;54;USUARIO FAENA  BBCA;239.45701
"00000503;CORAZON      U;53;MD;6162.89593
"00000503;CORAZON      U;26;L60 TOTO SAPORE;6698.64800
"00000503;CORAZON      U;54;USUARIO FAENA  BBCA;2779.81900
"00000503;CORAZON      U;1;L1 COMERCIO;6274.02720
"00000503;CORAZON      U;41;L41 ENV AL VACIO;0.00000
"00000503;CORAZON      U;55;L55 MARTIN LISTA;6161.99100
"00000503;CORAZON      U;2;L2 VILLARINO;6274.02720
"00000503;CORAZON      U;52;PM MEAT CHAIN BONARENSE;6161.99100
"00000503;CORAZON      U;4;L3 P ALTA/SIERRA/MONTE;6274.02720
"00000504;CUAJO        U;2;L2 VILLARINO;922.35360
"00000504;CUAJO        U;52;PM MEAT CHAIN BONARENSE;905.88300
"00000504;CUAJO        U;4;L3 P ALTA/SIERRA/MONTE;922.35360
"00000504;CUAJO        U;53;MD;904.97738
"00000504;CUAJO        U;26;L60 TOTO SAPORE;4260.31100
"00000504;CUAJO        U;54;USUARIO FAENA  BBCA;598.64253
"00000504;CUAJO        U;1;L1 COMERCIO;922.35360
"00000504;CUAJO        U;41;L41 ENV AL VACIO;0.00000
"00000504;CUAJO        U;55;L55 MARTIN LISTA;905.88300
"00000505;ENTRAÑA;26;L60 TOTO SAPORE;25285.67800
"00000505;ENTRAÑA;54;USUARIO FAENA  BBCA;5174.38914
"00000505;ENTRAÑA;1;L1 COMERCIO;9902.62560
"00000505;ENTRAÑA;41;L41 ENV AL VACIO;0.00000
"00000505;ENTRAÑA;55;L55 MARTIN LISTA;9725.79300
"00000505;ENTRAÑA;2;L2 VILLARINO;9902.62560
"00000505;ENTRAÑA;52;PM MEAT CHAIN BONARENSE;9725.79300
"00000505;ENTRAÑA;4;L3 P ALTA/SIERRA/MONTE;9902.62560
"00000505;ENTRAÑA;53;MD;9728.50679
"00000506;LENGUA;4;L3 P ALTA/SIERRA/MONTE;11909.49760
"00000506;LENGUA;53;MD;11701.35747
"00000506;LENGUA;26;L60 TOTO SAPORE;17528.67600
"00000506;LENGUA;54;USUARIO FAENA  BBCA;7525.79186
"00000506;LENGUA;1;L1 COMERCIO;11909.49760
"00000506;LENGUA;41;L41 ENV AL VACIO;0.00000
"00000506;LENGUA;55;L55 MARTIN LISTA;11696.82800
"00000506;LENGUA;2;L2 VILLARINO;11909.49760
"00000506;LENGUA;52;PM MEAT CHAIN BONARENSE;11696.82800
"00000507;RABOS;41;L41 ENV AL VACIO;0.00000
"00000507;RABOS;55;L55 MARTIN LISTA;4927.60400
"00000507;RABOS;2;L2 VILLARINO;5017.19680
"00000507;RABOS;52;PM MEAT CHAIN BONARENSE;4927.60400
"00000507;RABOS;4;L3 P ALTA/SIERRA/MONTE;5017.19680
"00000507;RABOS;53;MD;4932.12670
"00000507;RABOS;26;L60 TOTO SAPORE;6698.64800
"00000507;RABOS;54;USUARIO FAENA  BBCA;2353.84615
"00000507;RABOS;1;L1 COMERCIO;5017.19680
"00000508;CHINCHULINES K;53;MD;5972.85068
"00000508;CHINCHULINES K;26;L60 TOTO SAPORE;6918.14200
"00000508;CHINCHULINES K;54;USUARIO FAENA  BBCA;3298.64253
"00000508;CHINCHULINES K;1;L1 COMERCIO;6081.44320
"00000508;CHINCHULINES K;41;L41 ENV AL VACIO;0.00000
"00000508;CHINCHULINES K;55;L55 MARTIN LISTA;5972.84600
"00000508;CHINCHULINES K;2;L2 VILLARINO;6081.44320
"00000508;CHINCHULINES K;52;PM MEAT CHAIN BONARENSE;5972.84600
"00000508;CHINCHULINES K;4;L3 P ALTA/SIERRA/MONTE;6081.44320
"00000509;MONDONGO;2;L2 VILLARINO;4814.47680
"00000509;MONDONGO;52;PM MEAT CHAIN BONARENSE;4728.50400
"00000509;MONDONGO;4;L3 P ALTA/SIERRA/MONTE;4814.47680
"00000509;MONDONGO;53;MD;4733.03167
"00000509;MONDONGO;26;L60 TOTO SAPORE;6876.22100
"00000509;MONDONGO;54;USUARIO FAENA  BBCA;3123.52941
"00000509;MONDONGO;1;L1 COMERCIO;4814.47680
"00000509;MONDONGO;41;L41 ENV AL VACIO;0.00000
"00000509;MONDONGO;55;L55 MARTIN LISTA;4728.50400
"00000510;PARRILLADA COMPLETA  U;53;MD;0.00000
"00000510;PARRILLADA COMPLETA  U;2;L2 VILLARINO;0.00000
"00000510;PARRILLADA COMPLETA  U;52;PM MEAT CHAIN BONARENSE;0.00000
"00000510;PARRILLADA COMPLETA  U;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000510;PARRILLADA COMPLETA  U;54;USUARIO FAENA  BBCA;1.00000
"00000510;PARRILLADA COMPLETA  U;26;L60 TOTO SAPORE;4872.58200
"00000510;PARRILLADA COMPLETA  U;41;L41 ENV AL VACIO;0.00000
"00000510;PARRILLADA COMPLETA  U;55;L55 MARTIN LISTA;0.00000
"00000510;PARRILLADA COMPLETA  U;1;L1 COMERCIO;0.00000
"00000511;QUIJADA      U;54;USUARIO FAENA  BBCA;1710.40724
"00000511;QUIJADA      U;1;L1 COMERCIO;4409.04800
"00000511;QUIJADA      U;41;L41 ENV AL VACIO;0.00000
"00000511;QUIJADA      U;55;L55 MARTIN LISTA;4330.31500
"00000511;QUIJADA      U;2;L2 VILLARINO;4409.04800
"00000511;QUIJADA      U;52;PM MEAT CHAIN BONARENSE;4330.31500
"00000511;QUIJADA      U;4;L3 P ALTA/SIERRA/MONTE;4409.04800
"00000511;QUIJADA      U;53;MD;4334.84163
"00000511;QUIJADA      U;26;L60 TOTO SAPORE;5627.83100
"00000512;RINONES      U;4;L3 P ALTA/SIERRA/MONTE;4834.74880
"00000512;RINONES      U;53;MD;4751.13122
"00000512;RINONES      U;26;L60 TOTO SAPORE;5524.49700
"00000512;RINONES      U;54;USUARIO FAENA  BBCA;2952.48869
"00000512;RINONES      U;1;L1 COMERCIO;4834.74880
"00000512;RINONES      U;41;L41 ENV AL VACIO;0.00000
"00000512;RINONES      U;55;L55 MARTIN LISTA;4748.41400
"00000512;RINONES      U;2;L2 VILLARINO;4834.74880
"00000512;RINONES      U;52;PM MEAT CHAIN BONARENSE;4748.41400
"00000513;SESOS        U;41;L41 ENV AL VACIO;0.00000
"00000513;SESOS        U;55;L55 MARTIN LISTA;3683.26200
"00000513;SESOS        U;2;L2 VILLARINO;3750.23040
"00000513;SESOS        U;52;PM MEAT CHAIN BONARENSE;3683.26200
"00000513;SESOS        U;4;L3 P ALTA/SIERRA/MONTE;3750.23040
"00000513;SESOS        U;53;MD;3683.25792
"00000513;SESOS        U;26;L60 TOTO SAPORE;5524.49700
"00000513;SESOS        U;54;USUARIO FAENA  BBCA;1966.96833
"00000513;SESOS        U;1;L1 COMERCIO;3750.23040
"00000514;TRIPA GORDA;26;L60 TOTO SAPORE;4421.64800
"00000514;TRIPA GORDA;54;USUARIO FAENA  BBCA;940.72398
"00000514;TRIPA GORDA;1;L1 COMERCIO;1510.23040
"00000514;TRIPA GORDA;41;L41 ENV AL VACIO;0.00000
"00000514;TRIPA GORDA;55;L55 MARTIN LISTA;1483.26200
"00000514;TRIPA GORDA;2;L2 VILLARINO;1510.23040
"00000514;TRIPA GORDA;52;PM MEAT CHAIN BONARENSE;1483.26200
"00000514;TRIPA GORDA;4;L3 P ALTA/SIERRA/MONTE;1510.23040
"00000514;TRIPA GORDA;53;MD;1493.21267
"00000515;MOLLEJA      K;4;L3 P ALTA/SIERRA/MONTE;23076.92308
"00000515;MOLLEJA      K;55;L55 MARTIN LISTA;22179.19000
"00000515;MOLLEJA      K;53;MD;22171.94570
"00000515;MOLLEJA      K;26;L60 TOTO SAPORE;26144.22624
"00000515;MOLLEJA      K;1;L1 COMERCIO;23076.92308
"00000515;MOLLEJA      K;41;L41 ENV AL VACIO;0.00000
"00000515;MOLLEJA      K;54;USUARIO FAENA  BBCA;7867.87330
"00000515;MOLLEJA      K;2;L2 VILLARINO;23076.92308
"00000515;MOLLEJA      K;52;PM MEAT CHAIN BONARENSE;22179.19000
"00000516;TENDON       K;2;L2 VILLARINO;5767.23840
"00000516;TENDON       K;52;PM MEAT CHAIN BONARENSE;5664.25200
"00000516;TENDON       K;4;L3 P ALTA/SIERRA/MONTE;5767.23840
"00000516;TENDON       K;53;MD;5666.96833
"00000516;TENDON       K;26;L60 TOTO SAPORE;8109.29900
"00000516;TENDON       K;54;USUARIO FAENA  BBCA;3294.57014
"00000516;TENDON       K;1;L1 COMERCIO;5767.23840
"00000516;TENDON       K;41;L41 ENV AL VACIO;0.00000
"00000516;TENDON       K;55;L55 MARTIN LISTA;5664.25200
"00000517;UBRE         K;54;USUARIO FAENA  BBCA;2822.17195
"00000517;UBRE         K;1;L1 COMERCIO;4348.23200
"00000517;UBRE         K;41;L41 ENV AL VACIO;0.00000
"00000517;UBRE         K;55;L55 MARTIN LISTA;4270.58500
"00000517;UBRE         K;2;L2 VILLARINO;4348.23200
"00000517;UBRE         K;52;PM MEAT CHAIN BONARENSE;4270.58500
"00000517;UBRE         K;4;L3 P ALTA/SIERRA/MONTE;4348.23200
"00000517;UBRE         K;53;MD;4271.49321
"00000517;UBRE         K;26;L60 TOTO SAPORE;7535.78100
"00000518;GRASA VACUNA;1;L1 COMERCIO;638.55680
"00000518;GRASA VACUNA;54;USUARIO FAENA  BBCA;1.00000
"00000518;GRASA VACUNA;26;L60 TOTO SAPORE;0.00000
"00000518;GRASA VACUNA;2;L2 VILLARINO;638.55680
"00000518;GRASA VACUNA;55;L55 MARTIN LISTA;0.00000
"00000518;GRASA VACUNA;52;PM MEAT CHAIN BONARENSE;627.15400
"00000518;GRASA VACUNA;4;L3 P ALTA/SIERRA/MONTE;638.55680
"00000518;GRASA VACUNA;53;MD;633.48416
"00000518;GRASA VACUNA;41;L41 ENV AL VACIO;0.00000
"00000519;RI¥ONES X KG.;52;PM MEAT CHAIN BONARENSE;0.00000
"00000519;RI¥ONES X KG.;54;USUARIO FAENA  BBCA;1.00000
"00000519;RI¥ONES X KG.;53;MD;0.00000
"00000519;RI¥ONES X KG.;26;L60 TOTO SAPORE;0.00000
"00000519;RI¥ONES X KG.;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000519;RI¥ONES X KG.;55;L55 MARTIN LISTA;0.00000
"00000519;RI¥ONES X KG.;1;L1 COMERCIO;0.00000
"00000519;RI¥ONES X KG.;41;L41 ENV AL VACIO;201.78281
"00000519;RI¥ONES X KG.;2;L2 VILLARINO;0.00000
"00000520;BOLSAS DE MENUDENCIA;53;MD;0.00000
"00000520;BOLSAS DE MENUDENCIA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000520;BOLSAS DE MENUDENCIA;41;L41 ENV AL VACIO;0.00000
"00000520;BOLSAS DE MENUDENCIA;54;USUARIO FAENA  BBCA;1.00000
"00000520;BOLSAS DE MENUDENCIA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000520;BOLSAS DE MENUDENCIA;1;L1 COMERCIO;0.00000
"00000520;BOLSAS DE MENUDENCIA;26;L60 TOTO SAPORE;0.00000
"00000520;BOLSAS DE MENUDENCIA;2;L2 VILLARINO;0.00000
"00000520;BOLSAS DE MENUDENCIA;55;L55 MARTIN LISTA;0.00000
"00000600;PERCEPCION CUEROS;26;L60 TOTO SAPORE;0.00000
"00000600;PERCEPCION CUEROS;1;L1 COMERCIO;0.00000
"00000600;PERCEPCION CUEROS;55;L55 MARTIN LISTA;0.00000
"00000600;PERCEPCION CUEROS;53;MD;0.00000
"00000600;PERCEPCION CUEROS;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000600;PERCEPCION CUEROS;2;L2 VILLARINO;0.00000
"00000600;PERCEPCION CUEROS;41;L41 ENV AL VACIO;0.00000
"00000600;PERCEPCION CUEROS;54;USUARIO FAENA  BBCA;1.00000
"00000600;PERCEPCION CUEROS;52;PM MEAT CHAIN BONARENSE;0.00000
"00000601;SERVICIO DE FAENA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000601;SERVICIO DE FAENA;53;MD;0.00000
"00000601;SERVICIO DE FAENA;26;L60 TOTO SAPORE;0.00000
"00000601;SERVICIO DE FAENA;54;USUARIO FAENA  BBCA;1.00000
"00000601;SERVICIO DE FAENA;1;L1 COMERCIO;0.00000
"00000601;SERVICIO DE FAENA;41;L41 ENV AL VACIO;0.00000
"00000601;SERVICIO DE FAENA;55;L55 MARTIN LISTA;0.00000
"00000601;SERVICIO DE FAENA;2;L2 VILLARINO;0.00000
"00000601;SERVICIO DE FAENA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000700;PRECIO BONIFICADO CARNE;54;USUARIO FAENA  BBCA;1.00000
"00000700;PRECIO BONIFICADO CARNE;26;L60 TOTO SAPORE;0.00000
"00000700;PRECIO BONIFICADO CARNE;53;MD;0.00000
"00000700;PRECIO BONIFICADO CARNE;1;L1 COMERCIO;0.00000
"00000700;PRECIO BONIFICADO CARNE;41;L41 ENV AL VACIO;0.00000
"00000700;PRECIO BONIFICADO CARNE;55;L55 MARTIN LISTA;0.00000
"00000700;PRECIO BONIFICADO CARNE;52;PM MEAT CHAIN BONARENSE;0.00000
"00000700;PRECIO BONIFICADO CARNE;2;L2 VILLARINO;0.00000
"00000700;PRECIO BONIFICADO CARNE;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000750;PRECIO BONIFICADO CERDO;1;L1 COMERCIO;0.00000
"00000750;PRECIO BONIFICADO CERDO;53;MD;0.00000
"00000750;PRECIO BONIFICADO CERDO;41;L41 ENV AL VACIO;0.00000
"00000750;PRECIO BONIFICADO CERDO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000750;PRECIO BONIFICADO CERDO;2;L2 VILLARINO;0.00000
"00000750;PRECIO BONIFICADO CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000750;PRECIO BONIFICADO CERDO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000750;PRECIO BONIFICADO CERDO;55;L55 MARTIN LISTA;0.00000
"00000750;PRECIO BONIFICADO CERDO;26;L60 TOTO SAPORE;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;2;L2 VILLARINO;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;55;L55 MARTIN LISTA;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;26;L60 TOTO SAPORE;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;53;MD;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;54;USUARIO FAENA  BBCA;1.00000
"00000800;PRECIO BONIFICADO FIAMBRE;1;L1 COMERCIO;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;41;L41 ENV AL VACIO;0.00000
"00000800;PRECIO BONIFICADO FIAMBRE;52;PM MEAT CHAIN BONARENSE;0.00000
"00000850;HAMBURGUESA BARRA;41;L41 ENV AL VACIO;0.00000
"00000850;HAMBURGUESA BARRA;2;L2 VILLARINO;0.00000
"00000850;HAMBURGUESA BARRA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000850;HAMBURGUESA BARRA;26;L60 TOTO SAPORE;725.30700
"00000850;HAMBURGUESA BARRA;55;L55 MARTIN LISTA;0.00000
"00000850;HAMBURGUESA BARRA;53;MD;0.00000
"00000850;HAMBURGUESA BARRA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000850;HAMBURGUESA BARRA;1;L1 COMERCIO;0.00000
"00000850;HAMBURGUESA BARRA;54;USUARIO FAENA  BBCA;1.00000
"00005000;JAMON COCIDO MITY;52;PM MEAT CHAIN BONARENSE;0.00000
"00005000;JAMON COCIDO MITY;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00005000;JAMON COCIDO MITY;54;USUARIO FAENA  BBCA;1.00000
"00005000;JAMON COCIDO MITY;41;L41 ENV AL VACIO;0.00000
"00005000;JAMON COCIDO MITY;26;L60 TOTO SAPORE;0.00000
